beerName,description
"Heady Topper","I absolutely love this beer. The first time I had it I wasn't overly impressed. Since then it has grown on me and I love it. I had been shying away from IPA's and there were few DIPA's I really enjoyed. Since having Heady several times over the last month I keep drinking more and more DIPA's only to be disappointed that it doesn't live up to Heady. Some may match it in 1 or 2 area's but I don't think there is an IPA or any style I would rather drink than Heady."
"Heady Topper","This beer is amazing and quite unlike most other beers I've had, even DIPA's."
"Heady Topper","My first shot at HT and I have to say, it wasn't what I expected. I was expecting a hop bomb being a dipa at 8% abv but it wasn't. Definitely the most well balanced ipa/dipa I have ever had. Taste and mouth feel were definitely great (alcohol was very well hidden). Appearance and smell were very good but not the best. Overall it was an awesome beer and I can't wait to have it again!"
"Heady Topper","I often mention how my opinion of a beer can affected even before I drink it because of what I have heard about it before hand. Heady Topper is definitely one that fits into the category. Being the highest ranked beer on this site, this brew was pretty hyped up in my head before hand. I am happy to say it didn't disappoint but I don't think it is quite worthy of being ranked as high as it is."
"Heady Topper","Poured out of the can (you don't own me Jon kimmich) into an HT stemless glass. Pours cloudy, a few floaters, nice orange color. To me this beer has the perfect smell. So floral and citrusy. I go to the cannery if I'm in VT, even if they are out, mostly because of the aroma there. Taste is outstanding. So citrusy, with a very complementing bitterness. This beer is worth the 7 hour round trip i take just for a couple cases. There's a reason it's #1."
"Heady Topper","I finally got my hands on this beer from a beer distributor on Long Island...and it was worth the money i spent on it...never took it out of the can as per the instructions on the can, so i couldn't even tell u what it looks like lol...the smell jumps out of the can and smacks u in the face, very orangey citrus and piney on the nose...the taste is legendary, like its reputation..for me the high carbonation carried the piney hop hues to the back of the mouth and completely distracts u of any alcohol that a high alcohol brew might be characteristic of...therefore it is ridiculously drinkable...one of the better beers u will try as advertised "
"Heady Topper","Finally able to try this, thank you lucas1801. Pours a hazy golden orange color. Smells is heavy citrus, orange and tangerine. Taste is very citrusy kinda like the citrus notes in Jai Alai, not overly hoppy. Overall this beer is worth seeking out and unlike any other IPA I have had."
"Heady Topper","Poured into a snifter. "
"Heady Topper","So here it is. Never thought I'd get a chance to try it, or if I did I'd have to pay a ton to get it, which I wouldn't at this point, so I guess this makes this a rare and valued occasion, for which I am indeed grateful. "
"Heady Topper","Finally trying the famous Heady Topper, thanks to an awesome gift from Ljudsignal!"
"Heady Topper","Had at the Skinny Pancake at Burlington Airport"
"Heady Topper","I have driven 3 and half hours just to get this beer. That's saying enough about how awesome it is. I just can't get enough of it!"
"Heady Topper","First off, thanks to mshull for trading this to me! My first Heady on my 31st birthday"
"Heady Topper","Poured a 5 oz. taster just to see the color."
"Heady Topper","Poured from a 16oz can into a pint glass. Thanks to Ben Warner for this unexpected treat."
"Heady Topper","Drank from the can, poured just a sip or two to see what it looks like."
"Heady Topper","16 oz. can picked up from the Alchemist cannery in Waterbury, VT. Drank from both the can, as instructed, and a New Belgium snifter."
"Heady Topper","Drinking straight from the can...will try pouring on the next one."
"Heady Topper","This is my SH*T! I consume at least 2 per week. Luckily I live in Northern NY and can take the Ferry across the Lake to Vermont to get my hands on this beloved brew! YUM YUM YUM!! Although I have not actually been to the Alchemist them selves, I can get it at beverage depots and bars in Burlington VT."
"Heady Topper","Simply sublime all around."
"Heady Topper",Appearance:
"Heady Topper","Had a sampling of it at my local World of Beer with the owners who received it from a patron"
"Heady Topper","Shared with a selfless coworker who held on to the can until we could share it."
"Heady Topper","poured/drank from a 16 oz can (poured a bit in goblet to test the contrast)"
"Heady Topper","I live in South Florida (not a place well known for it's beer) so I had to look northward to the second least populated state in the USA for great beer. I was begging my relatives, clients, Ebay posters and friends to find a way to get me a try since I saw that Heady was the world's top rated beer on Beer Advocate. Finally, one of my friends came thru and told me my prayers had been answered and a case was on its way last week. After inspecting the case to make sure all cans were on hand and in great shape I began my personal journey. I have now concluded that Heady Topper is far and away the finest quality beer made, should be deemed a national treasure and is the best tasting Imperial IPA I have ever had the pleasure of drinking. As smooth as a great brew could be with hints of grapefruit,1st rate hops, blood orange citrus, delicate cream and subtle pine. I am truly fortunate to be able to share my case of Heady with my beer friends and hope you are able to find a way to get a few cans to savor yourself. Please let me know when you have finished your first can, if you feel the way I do send me a personal note. Cheers to all!"
"Heady Topper","The best IPA I have ever had! I mouthful of hops and a dry bitterness that stays in your taste buds minutes after each sip. "
"Heady Topper","Can "
"Heady Topper","made the haul up there t0o northern VT got there at 10:30 on a Monday line was around the building"
"Heady Topper","Re-reviewing this beer... "
"Heady Topper","Can. Hazy, yellow/straw liquid small to medium white/light off-white head. Aroma of fresh hops, grapefruit, citrus, cereal malt, lemon grass, orange peel, tangerines and blackberries. Awesome. Taste is dry and medium to high bitter with lots of fresh, hoppy notes of grass, grapefruit and tangerine. Medium bodied with nice carbonation. Very well brewed DIPA. Love the fresh hoppy notes."
